Date,NAV
10-Aug-2021,10
09-Aug-2021,10
06-Aug-2021,10
05-Aug-2021,10
04-Aug-2021,10
03-Aug-2021,10
02-Aug-2021,10
30-Jul-2021,10
29-Jul-2021,10
28-Jul-2021,10
27-Jul-2021,10
26-Jul-2021,10
23-Jul-2021,10
22-Jul-2021,10
20-Jul-2021,10
19-Jul-2021,10
16-Jul-2021,10
15-Jul-2021,10
14-Jul-2021,10
13-Jul-2021,10
12-Jul-2021,10
09-Jul-2021,10
08-Jul-2021,10
07-Jul-2021,10
06-Jul-2021,10
05-Jul-2021,10
02-Jul-2021,10
01-Jul-2021,10
30-Jun-2021,10
29-Jun-2021,10
29-Jun-2021,10
28-Jun-2021,10
25-Jun-2021,10
24-Jun-2021,10
23-Jun-2021,10
22-Jun-2021,10
21-Jun-2021,10
18-Jun-2021,10
17-Jun-2021,10
16-Jun-2021,10
15-Jun-2021,10
14-Jun-2021,10
11-Jun-2021,10
10-Jun-2021,10
09-Jun-2021,10
08-Jun-2021,10
07-Jun-2021,10
04-Jun-2021,10
03-Jun-2021,10
02-Jun-2021,10
01-Jun-2021,10
31-May-2021,10
28-May-2021,10
27-May-2021,10
25-May-2021,10
24-May-2021,10
21-May-2021,10
20-May-2021,10
19-May-2021,10
18-May-2021,10
17-May-2021,10
12-May-2021,10
11-May-2021,10
10-May-2021,10
07-May-2021,10
06-May-2021,10
05-May-2021,10
04-May-2021,10
03-May-2021,10
30-Apr-2021,10
29-Apr-2021,10
28-Apr-2021,10
27-Apr-2021,10
26-Apr-2021,10
23-Apr-2021,10
22-Apr-2021,10
20-Apr-2021,10
19-Apr-2021,10
19-Apr-2021,10
19-Apr-2021,10
16-Apr-2021,10
15-Apr-2021,10
09-Apr-2021,10
08-Apr-2021,10
07-Apr-2021,10
06-Apr-2021,10
05-Apr-2021,10
31-Mar-2021,10
30-Mar-2021,10
26-Mar-2021,10
25-Mar-2021,10
24-Mar-2021,10
23-Mar-2021,10
22-Mar-2021,10
19-Mar-2021,10
18-Mar-2021,10
17-Mar-2021,10
16-Mar-2021,10
15-Mar-2021,10
12-Mar-2021,10
10-Mar-2021,10
09-Mar-2021,10
08-Mar-2021,10
05-Mar-2021,10
04-Mar-2021,10
03-Mar-2021,10
02-Mar-2021,10
01-Mar-2021,10
26-Feb-2021,10
25-Feb-2021,10
24-Feb-2021,10
23-Feb-2021,10
22-Feb-2021,10
18-Feb-2021,10
17-Feb-2021,10
16-Feb-2021,10
15-Feb-2021,10
12-Feb-2021,10
11-Feb-2021,10
10-Feb-2021,10
09-Feb-2021,10
08-Feb-2021,10
05-Feb-2021,10
04-Feb-2021,10
03-Feb-2021,10
02-Feb-2021,10
01-Feb-2021,10
29-Jan-2021,10
28-Jan-2021,10
27-Jan-2021,10
25-Jan-2021,10
22-Jan-2021,10
21-Jan-2021,10
20-Jan-2021,10
19-Jan-2021,10
18-Jan-2021,10
15-Jan-2021,10
14-Jan-2021,10
13-Jan-2021,10
12-Jan-2021,10
