Date,NAV
10-Aug-2021,23.0733
09-Aug-2021,23.0737
06-Aug-2021,23.0556
05-Aug-2021,23.1395
04-Aug-2021,23.1332
03-Aug-2021,23.0946
02-Aug-2021,23.0344
30-Jul-2021,22.9862
29-Jul-2021,22.9973
28-Jul-2021,22.9866
27-Jul-2021,22.9912
26-Jul-2021,23.0025
23-Jul-2021,22.9782
22-Jul-2021,22.9619
20-Jul-2021,22.9332
19-Jul-2021,22.9334
16-Jul-2021,22.937
15-Jul-2021,22.9412
14-Jul-2021,22.9112
13-Jul-2021,22.8984
12-Jul-2021,22.8572
09-Jul-2021,22.881
08-Jul-2021,22.8848
07-Jul-2021,22.8701
06-Jul-2021,22.8476
05-Jul-2021,22.917
02-Jul-2021,22.881
01-Jul-2021,22.8851
30-Jun-2021,22.8842
29-Jun-2021,22.8911
29-Jun-2021,22.8911
28-Jun-2021,22.9133
25-Jun-2021,22.9554
24-Jun-2021,22.951
23-Jun-2021,22.9278
22-Jun-2021,22.9497
21-Jun-2021,22.9523
18-Jun-2021,22.9239
17-Jun-2021,22.9378
16-Jun-2021,22.9576
15-Jun-2021,23.0189
14-Jun-2021,23.0469
11-Jun-2021,23.038
10-Jun-2021,23.0039
09-Jun-2021,22.9616
08-Jun-2021,22.9711
07-Jun-2021,22.9507
04-Jun-2021,22.9057
03-Jun-2021,22.9125
02-Jun-2021,22.8874
01-Jun-2021,22.8812
31-May-2021,22.8928
28-May-2021,22.8763
27-May-2021,22.8827
25-May-2021,22.8507
24-May-2021,22.8332
21-May-2021,22.8162
20-May-2021,22.7384
19-May-2021,22.7512
18-May-2021,22.7488
17-May-2021,22.7199
12-May-2021,22.6608
11-May-2021,22.689
10-May-2021,22.6946
07-May-2021,22.6704
06-May-2021,22.6443
05-May-2021,22.5976
04-May-2021,22.5447
03-May-2021,22.5665
30-Apr-2021,22.5556
29-Apr-2021,22.5875
28-Apr-2021,22.561
27-Apr-2021,22.5245
26-Apr-2021,22.4764
23-Apr-2021,22.4002
22-Apr-2021,22.4367
20-Apr-2021,22.3942
19-Apr-2021,22.4069
19-Apr-2021,22.4069
19-Apr-2021,22.4069
16-Apr-2021,22.4397
15-Apr-2021,22.4315
09-Apr-2021,22.5178
08-Apr-2021,22.5279
07-Apr-2021,22.4905
06-Apr-2021,22.4155
05-Apr-2021,22.3787
31-Mar-2021,22.3595
30-Mar-2021,22.3675
26-Mar-2021,22.2855
25-Mar-2021,22.2342
24-Mar-2021,22.2855
23-Mar-2021,22.2925
22-Mar-2021,22.2045
19-Mar-2021,22.1371
18-Mar-2021,22.0347
17-Mar-2021,22.0836
16-Mar-2021,22.1226
15-Mar-2021,22.1052
12-Mar-2021,22.1379
10-Mar-2021,22.1874
09-Mar-2021,22.166
08-Mar-2021,22.1585
05-Mar-2021,22.1401
04-Mar-2021,22.1882
03-Mar-2021,22.2199
02-Mar-2021,22.153
01-Mar-2021,22.0859
26-Feb-2021,22.011
25-Feb-2021,22.1907
24-Feb-2021,22.1673
23-Feb-2021,22.1022
22-Feb-2021,22.0947
18-Feb-2021,22.2789
17-Feb-2021,22.3134
16-Feb-2021,22.3494
15-Feb-2021,22.3592
12-Feb-2021,22.3418
11-Feb-2021,22.3518
10-Feb-2021,22.3037
09-Feb-2021,22.2916
08-Feb-2021,22.3467
05-Feb-2021,22.2751
04-Feb-2021,22.3528
03-Feb-2021,22.2925
02-Feb-2021,22.231
01-Feb-2021,22.2432
29-Jan-2021,22.2879
28-Jan-2021,22.3425
27-Jan-2021,22.3531
25-Jan-2021,22.3947
22-Jan-2021,22.4071
21-Jan-2021,22.45
20-Jan-2021,22.4632
19-Jan-2021,22.4377
18-Jan-2021,22.3839
15-Jan-2021,22.4119
14-Jan-2021,22.4865
13-Jan-2021,22.4745
12-Jan-2021,22.4803
11-Jan-2021,22.4677
08-Jan-2021,22.4724
07-Jan-2021,22.4102
06-Jan-2021,22.4106
05-Jan-2021,22.4286
04-Jan-2021,22.3802
01-Jan-2021,22.3164
31-Dec-2020,22.2983
30-Dec-2020,22.2982
29-Dec-2020,22.2795
28-Dec-2020,22.2643
24-Dec-2020,22.2036
23-Dec-2020,22.1655
22-Dec-2020,22.1175
21-Dec-2020,22.0746
18-Dec-2020,22.1893
17-Dec-2020,22.1762
16-Dec-2020,22.175
15-Dec-2020,22.1517
14-Dec-2020,22.1404
11-Dec-2020,22.1062
10-Dec-2020,22.1172
09-Dec-2020,22.1169
08-Dec-2020,22.0896
07-Dec-2020,22.0885
04-Dec-2020,22.0569
03-Dec-2020,21.99
02-Dec-2020,21.9784
01-Dec-2020,21.9721
27-Nov-2020,21.9443
26-Nov-2020,21.9541
25-Nov-2020,21.8998
25-Nov-2020,21.8998
24-Nov-2020,21.9303
24-Nov-2020,21.9303
23-Nov-2020,21.884
20-Nov-2020,21.8609
19-Nov-2020,21.8246
18-Nov-2020,21.8444
17-Nov-2020,21.8187
13-Nov-2020,21.7623
12-Nov-2020,21.738
11-Nov-2020,21.7491
10-Nov-2020,21.696
09-Nov-2020,21.6845
06-Nov-2020,21.6393
05-Nov-2020,21.6093
03-Nov-2020,21.5065
02-Nov-2020,21.4932
29-Oct-2020,21.4743
28-Oct-2020,21.5005
27-Oct-2020,21.5396
26-Oct-2020,21.5213
23-Oct-2020,21.4783
22-Oct-2020,21.4348
21-Oct-2020,21.4293
20-Oct-2020,21.4017
19-Oct-2020,21.394
16-Oct-2020,21.3588
15-Oct-2020,21.3317
14-Oct-2020,21.3835
13-Oct-2020,21.3646
12-Oct-2020,21.3504
09-Oct-2020,21.3031
08-Oct-2020,21.1448
07-Oct-2020,21.1036
06-Oct-2020,21.0808
05-Oct-2020,21.0817
01-Oct-2020,21.0389
30-Sep-2020,20.9808
29-Sep-2020,20.9539
28-Sep-2020,20.9834
25-Sep-2020,20.9484
24-Sep-2020,20.9209
23-Sep-2020,21.0063
22-Sep-2020,21.0147
21-Sep-2020,21.0378
18-Sep-2020,21.0933
17-Sep-2020,21.0911
16-Sep-2020,21.1204
15-Sep-2020,21.0899
15-Sep-2020,21.0899
14-Sep-2020,21.0755
11-Sep-2020,21.0653
10-Sep-2020,21.0621
09-Sep-2020,21.0438
08-Sep-2020,21.0475
07-Sep-2020,21.1412
04-Sep-2020,21.1652
03-Sep-2020,21.241
02-Sep-2020,21.2136
01-Sep-2020,21.1862
31-Aug-2020,20.9488
28-Aug-2020,20.9554
27-Aug-2020,20.9536
26-Aug-2020,20.9434
25-Aug-2020,20.9256
24-Aug-2020,20.8946
21-Aug-2020,20.963
20-Aug-2020,21.1244
19-Aug-2020,21.1402
18-Aug-2020,21.15
17-Aug-2020,21.1358
14-Aug-2020,21.1261
12-Aug-2020,21.1781
11-Aug-2020,21.1824
10-Aug-2020,21.1819
07-Aug-2020,21.1887
06-Aug-2020,21.2071
05-Aug-2020,21.2253
04-Aug-2020,21.2091
03-Aug-2020,21.1591
31-Jul-2020,21.1808
30-Jul-2020,21.1831
29-Jul-2020,21.2083
28-Jul-2020,21.1951
27-Jul-2020,21.163
24-Jul-2020,21.1933
21-Jul-2020,21.1744
20-Jul-2020,21.1489
17-Jul-2020,21.1266
16-Jul-2020,21.0909
15-Jul-2020,21.0353
14-Jul-2020,21.0106
13-Jul-2020,21.0598
10-Jul-2020,21.0153
09-Jul-2020,20.9754
08-Jul-2020,20.9297
07-Jul-2020,20.8949
06-Jul-2020,20.8526
03-Jul-2020,20.7939
02-Jul-2020,20.7697
01-Jul-2020,20.7212
30-Jun-2020,20.6631
29-Jun-2020,20.6301
26-Jun-2020,20.6355
25-Jun-2020,20.5896
24-Jun-2020,20.5705
23-Jun-2020,20.6159
22-Jun-2020,20.5699
18-Jun-2020,20.455
17-Jun-2020,20.3819
15-Jun-2020,20.3758
12-Jun-2020,20.3975
11-Jun-2020,20.3948
10-Jun-2020,20.4366
09-Jun-2020,20.4081
08-Jun-2020,20.4328
05-Jun-2020,20.4056
04-Jun-2020,20.367
03-Jun-2020,20.3576
02-Jun-2020,20.3241
01-Jun-2020,20.3129
29-May-2020,20.2741
28-May-2020,20.2452
27-May-2020,20.2013
26-May-2020,20.137
22-May-2020,20.1008
21-May-2020,19.9923
20-May-2020,19.9769
19-May-2020,19.9169
18-May-2020,19.8869
16-May-2020,21.0909
15-May-2020,19.9204
14-May-2020,19.9326
13-May-2020,19.9075
12-May-2020,19.8324
11-May-2020,19.7977
08-May-2020,19.9142
06-May-2020,19.8859
05-May-2020,19.828
04-May-2020,19.7945
30-Apr-2020,19.8746
29-Apr-2020,19.7749
28-Apr-2020,19.7401
27-Apr-2020,19.7359
24-Apr-2020,19.7001
23-Apr-2020,19.8431
22-Apr-2020,19.6859
21-Apr-2020,19.6456
20-Apr-2020,19.6822
17-Apr-2020,19.4655
16-Apr-2020,19.3405
15-Apr-2020,19.261
13-Apr-2020,19.1944
09-Apr-2020,19.2137
08-Apr-2020,19.1184
07-Apr-2020,19.2482
03-Apr-2020,19.2159
31-Mar-2020,19.4193
30-Mar-2020,19.3541
27-Mar-2020,19.4674
26-Mar-2020,19.1042
24-Mar-2020,18.7914
23-Mar-2020,18.7228
20-Mar-2020,19.0933
19-Mar-2020,18.8955
18-Mar-2020,19.1394
17-Mar-2020,19.3383
16-Mar-2020,19.4536
13-Mar-2020,19.5267
12-Mar-2020,19.6045
11-Mar-2020,19.9292
09-Mar-2020,19.9914
06-Mar-2020,20.0315
05-Mar-2020,20.0824
04-Mar-2020,20.0784
03-Mar-2020,20.0081
02-Mar-2020,19.9678
28-Feb-2020,19.9644
27-Feb-2020,20.0758
26-Feb-2020,20.1054
25-Feb-2020,20.0971
24-Feb-2020,20.1037
20-Feb-2020,20.1051
18-Feb-2020,20.0865
17-Feb-2020,20.0773
14-Feb-2020,20.077
13-Feb-2020,20.0397
12-Feb-2020,19.9991
11-Feb-2020,19.9853
10-Feb-2020,19.9659
07-Feb-2020,19.9794
06-Feb-2020,19.9397
05-Feb-2020,19.8491
04-Feb-2020,19.8244
03-Feb-2020,19.7636
31-Jan-2020,19.7045
30-Jan-2020,19.719
29-Jan-2020,19.7429
28-Jan-2020,19.7463
27-Jan-2020,19.7705
24-Jan-2020,19.771
23-Jan-2020,19.7375
22-Jan-2020,19.6922
21-Jan-2020,19.7001
20-Jan-2020,19.6931
17-Jan-2020,19.7111
16-Jan-2020,19.7052
15-Jan-2020,19.6849
14-Jan-2020,19.6538
13-Jan-2020,19.6984
10-Jan-2020,19.6713
09-Jan-2020,19.707
08-Jan-2020,19.6377
07-Jan-2020,19.644
06-Jan-2020,19.6161
03-Jan-2020,19.6985
02-Jan-2020,19.7168
01-Jan-2020,19.6777
31-Dec-2019,19.7942
30-Dec-2019,19.8134
27-Dec-2019,19.8128
26-Dec-2019,19.762
24-Dec-2019,19.7644
23-Dec-2019,19.7907
20-Dec-2019,19.7668
19-Dec-2019,19.5728
18-Dec-2019,19.5732
17-Dec-2019,19.5383
16-Dec-2019,19.5215
13-Dec-2019,19.5107
12-Dec-2019,19.4942
11-Dec-2019,19.5075
10-Dec-2019,19.5137
09-Dec-2019,19.5689
06-Dec-2019,19.5917
05-Dec-2019,19.6323
04-Dec-2019,19.7664
03-Dec-2019,19.7393
02-Dec-2019,19.7365
29-Nov-2019,19.7335
28-Nov-2019,19.7559
27-Nov-2019,19.7117
26-Nov-2019,19.7059
25-Nov-2019,19.7007
22-Nov-2019,19.6341
21-Nov-2019,19.6285
20-Nov-2019,19.6756
19-Nov-2019,19.6432
18-Nov-2019,19.6103
15-Nov-2019,19.5827
14-Nov-2019,19.5615
13-Nov-2019,19.5348
11-Nov-2019,19.5306
08-Nov-2019,19.5344
07-Nov-2019,19.5868
06-Nov-2019,19.5847
05-Nov-2019,19.564
04-Nov-2019,19.5965
01-Nov-2019,19.5787
31-Oct-2019,19.5705
30-Oct-2019,19.5189
29-Oct-2019,19.485
25-Oct-2019,19.4309
24-Oct-2019,19.4096
23-Oct-2019,19.421
22-Oct-2019,19.3819
18-Oct-2019,19.3889
17-Oct-2019,19.3525
16-Oct-2019,19.3539
15-Oct-2019,19.3439
14-Oct-2019,19.3276
11-Oct-2019,19.2892
10-Oct-2019,19.3064
09-Oct-2019,19.3307
07-Oct-2019,19.2811
04-Oct-2019,19.2911
03-Oct-2019,19.384
01-Oct-2019,19.3083
30-Sep-2019,19.2836
27-Sep-2019,19.2402
26-Sep-2019,19.2595
25-Sep-2019,19.1948
24-Sep-2019,19.243
23-Sep-2019,19.2543
20-Sep-2019,19.1112
19-Sep-2019,19.2116
18-Sep-2019,19.2369
17-Sep-2019,19.1612
16-Sep-2019,19.2105
13-Sep-2019,19.27
12-Sep-2019,19.2374
11-Sep-2019,19.2655
09-Sep-2019,19.309
06-Sep-2019,19.2793
05-Sep-2019,19.2762
04-Sep-2019,19.2989
03-Sep-2019,19.2782
30-Aug-2019,19.2774
