0	2025-03-05	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001001	SBI PENSION FUND SCHEME - CENTRAL GOVT	46.4105	admin	2025-03-05	N
0	2025-03-05	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001002	SBI PENSION FUND SCHEME - STATE GOVT	39.8452	admin	2025-03-05	N
0	2025-03-05	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001003	SBI PENSION FUND SCHEME E - TIER I	49.7594	admin	2025-03-05	N
0	2025-03-05	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001004	SBI PENSION FUND SCHEME C - TIER I	42.0384	admin	2025-03-05	N
0	2025-03-05	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001006	SBI PENSION FUND SCHEME E - TIER II	47.184	admin	2025-03-05	N
0	2025-03-05	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001009	NPS TRUST A/C-SBI PENSION FUNDS PRIVATE LIMITED- NPS LITE SCHEME - GOVT. PATTERN	37.497	admin	2025-03-05	N
0	2025-03-05	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001010	SBI PENSION FUNDS PVT LTD SCHEME - CORPORATE-CG	29.6441	admin	2025-03-05	N
0	2025-03-05	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001015	NPS TRUST - A/C SBI PENSION FUND SCHEME - APY FUND SCHEME	11.6994	admin	2025-03-05	N
0	2025-03-05	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001005	SBI PENSION FUND SCHEME G - TIER I	39.2241	admin	2025-03-05	N
0	2025-03-05	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001007	SBI PENSION FUND SCHEME C - TIER II	37.5788	admin	2025-03-05	N
0	2025-03-05	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001008	SBI PENSION FUND SCHEME G - TIER II	37.2613	admin	2025-03-05	N
0	2025-03-05	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001011	NPS TRUST - A/C SBI PENSION FUND SCHEME - ATAL PENSION YOJANA (APY)	22.583	admin	2025-03-05	N
0	2025-03-05	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001012	SBI PENSION FUND SCHEME A - TIER I	20.4588	admin	2025-03-05	N
0	2025-03-05	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001013	SBI PENSION FUND SCHEME A - TIER II	10	admin	2025-03-05	N
0	2025-03-05	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001014	NPS TRUST A/C-SBI PENSION FUND SCHEME TAX SAVER TIER II	12.9895	admin	2025-03-05	N
0	2025-03-05	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001016	NPS TRUST - A/C SBI PENSION FUND SCHEME - NPS TIER - II COMPOSITE SCHEME	10.3113	admin	2025-03-05	N
0	2025-03-05	PFM002	UTI PENSION FUND LIMITED	SM002001	NPS TRUST- A/C - UTI PENSION FUND SCHEME - CENTRAL GOVT	45.2984	admin	2025-03-05	N
0	2025-03-05	PFM002	UTI PENSION FUND LIMITED	SM002002	NPS TRUST- A/C - UTI PENSION FUND SCHEME - STATE GOVT	40.3263	admin	2025-03-05	N
0	2025-03-05	PFM002	UTI PENSION FUND LIMITED	SM002003	NPS TRUST- A/C - UTI PENSION FUND SCHEME E - TIER I	64.1623	admin	2025-03-05	N
0	2025-03-05	PFM002	UTI PENSION FUND LIMITED	SM002004	NPS TRUST- A/C - UTI PENSION FUND SCHEME C - TIER I	37.1746	admin	2025-03-05	N
0	2025-03-05	PFM002	UTI PENSION FUND LIMITED	SM002006	NPS TRUST- A/C - UTI PENSION FUND SCHEME E - TIER II	50.9311	admin	2025-03-05	N
0	2025-03-05	PFM002	UTI PENSION FUND LIMITED	SM002009	NPS TRUST- A/C - UTI PENSION FUND - NPS LITE SCHEME GOVT. PATTERN	37.4621	admin	2025-03-05	N
0	2025-03-05	PFM002	UTI PENSION FUND LIMITED	SM002010	NPS TRUST- A/C - UTI PENSION FUND SCHEME - CORPORATE CG	10	admin	2025-03-05	N
0	2025-03-05	PFM002	UTI PENSION FUND LIMITED	SM002015	NPS TRUST- A/C - UTI PENSION FUND SCHEME - APY FUND SCHEME	11.9877	admin	2025-03-05	N
0	2025-03-05	PFM002	UTI PENSION FUND LIMITED	SM002005	NPS TRUST- A/C - UTI PENSION FUND SCHEME G - TIER I	35.142	admin	2025-03-05	N
0	2025-03-05	PFM002	UTI PENSION FUND LIMITED	SM002007	NPS TRUST- A/C - UTI PENSION FUND SCHEME C - TIER II	35.5065	admin	2025-03-05	N
0	2025-03-05	PFM002	UTI PENSION FUND LIMITED	SM002008	NPS TRUST- A/C - UTI PENSION FUND SCHEME G - TIER II	35.9814	admin	2025-03-05	N
