DEFAULT	2017-08-16	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001001	SBI PENSION FUND SCHEME - CENTRAL GOVT	25.8299	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001002	SBI PENSION FUND SCHEME - STATE GOVT	22.2306	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001003	SBI PENSION FUND SCHEME E - TIER I	22.0317	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001004	SBI PENSION FUND SCHEME C - TIER I	24.3162	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001006	SBI PENSION FUND SCHEME E - TIER II	20.2978	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001009	NPS TRUST A/C-SBI PENSION FUNDS PRIVATE LIMITED- NPS LITE SCHEME - GOVT. PATTERN	20.979	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001010	SBI PENSION FUNDS PVT. LTD. SCHEME - CORPORATE-CG	16.4845	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001005	SBI PENSION FUND SCHEME G - TIER I	22.661	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001007	SBI PENSION FUND SCHEME C - TIER II	22.2443	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001008	SBI PENSION FUND SCHEME G - TIER II	21.6408	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001011	NPS TRUST - A/C SBI PENSION FUND SCHEME - ATAL PENSION YOJANA (APY)	12.4626	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001012	SBI PENSION FUND SCHEME A - TIER I	10.5537	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM001	SBI PENSION FUNDS PRIVATE LIMITED	SM001013	SBI PENSION FUND SCHEME A - TIER II	20	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM002	UTI RETIREMENT SOLUTIONS LIMITED	SM002005	UTI RETIREMENT SOLUTIONS PENSION FUND SCHEME G - TIER I	20.532	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM002	UTI RETIREMENT SOLUTIONS LIMITED	SM002007	UTI RETIREMENT SOLUTIONS SCHEME C - TIER II	21.0381	admin	2017-08-16	N
