20210615,"PFM001","SBI PENSION FUNDS PRIVATE LIMITED","SM001001","SBI PENSION FUND SCHEME - CENTRAL GOVT",+0035.9220
20210615,"PFM001","SBI PENSION FUNDS PRIVATE LIMITED","SM001014","NPS TRUST A/C-SBI PENSION FUND SCHEME TAX SAVER TIER II",+0010.2553
20210615,"PFM001","SBI PENSION FUNDS PRIVATE LIMITED","SM001011","NPS TRUST - A/C SBI PENSION FUND SCHEME - ATAL PENSION YOJANA (APY)",+0017.5155
20210615,"PFM001","SBI PENSION FUNDS PRIVATE LIMITED","SM001013","SBI PENSION FUND SCHEME A - TIER II",+0010.0000
20210615,"PFM001","SBI PENSION FUNDS PRIVATE LIMITED","SM001012","SBI PENSION FUND SCHEME A - TIER I",+0015.4348
20210615,"PFM001","SBI PENSION FUNDS PRIVATE LIMITED","SM001005","SBI PENSION FUND SCHEME G - TIER I",+0031.0486
20210615,"PFM001","SBI PENSION FUNDS PRIVATE LIMITED","SM001008","SBI PENSION FUND SCHEME G - TIER II",+0029.4894
20210615,"PFM001","SBI PENSION FUNDS PRIVATE LIMITED","SM001007","SBI PENSION FUND SCHEME C - TIER II",+0030.3215
20210615,"PFM001","SBI PENSION FUNDS PRIVATE LIMITED","SM001010","SBI PENSION FUNDS PVT LTD SCHEME - CORPORATE-CG",+0022.9243
20210615,"PFM001","SBI PENSION FUNDS PRIVATE LIMITED","SM001009","NPS TRUST A/C-SBI PENSION FUNDS PRIVATE LIMITED- NPS LITE SCHEME - GOVT. PATTERN",+0029.0672
20210615,"PFM001","SBI PENSION FUNDS PRIVATE LIMITED","SM001002","SBI PENSION FUND SCHEME - STATE GOVT",+0030.8613
20210615,"PFM001","SBI PENSION FUNDS PRIVATE LIMITED","SM001006","SBI PENSION FUND SCHEME E - TIER II",+0031.9969
20210615,"PFM001","SBI PENSION FUNDS PRIVATE LIMITED","SM001004","SBI PENSION FUND SCHEME C - TIER I",+0033.5705
20210615,"PFM001","SBI PENSION FUNDS PRIVATE LIMITED","SM001003","SBI PENSION FUND SCHEME E - TIER I",+0034.5943
20210615,"PFM003","LIC PENSION FUND LIMITED","SM003001","LIC PENSION FUND SCHEME - CENTRAL GOVT",+0034.9614
20210615,"PFM003","LIC PENSION FUND LIMITED","SM003014","NPS TRUST - A/C LIC PENSION FUND SCHEME TAX SAVER TIER II",+0010.4722
20210615,"PFM003","LIC PENSION FUND LIMITED","SM003013","LIC PENSION FUND SCHEME A - TIER II",+0010.0000
20210615,"PFM003","LIC PENSION FUND LIMITED","SM003012","LIC PENSION FUND SCHEME A - TIER I",+0014.3321
20210615,"PFM003","LIC PENSION FUND LIMITED","SM003011","NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY)",+0017.8383
20210615,"PFM003","LIC PENSION FUND LIMITED","SM003008","LIC PENSION FUND SCHEME E - TIER II",+0021.9144
20210615,"PFM003","LIC PENSION FUND LIMITED","SM003007","LIC PENSION FUND SCHEME G - TIER I",+0023.1618
20210615,"PFM003","LIC PENSION FUND LIMITED","SM003005","LIC PENSION FUND SCHEME E - TIER I",+0026.2258
20210615,"PFM003","LIC PENSION FUND LIMITED","SM003010","LIC PENSION FUND SCHEME G - TIER II",+0023.5016
20210615,"PFM003","LIC PENSION FUND LIMITED","SM003009","LIC PENSION FUND SCHEME C - TIER II",+0020.6236
20210615,"PFM003","LIC PENSION FUND LIMITED","SM003006","LIC PENSION FUND SCHEME C - TIER I",+0021.7036
20210615,"PFM003","LIC PENSION FUND LIMITED","SM003004","LIC PENSION FUND LIMITED SCHEME - CORPORATE-CG",+0023.0189
20210615,"PFM003","LIC PENSION FUND LIMITED","SM003003","NPS TRUST A/C-LIC PENSION FUND LIMITED- NPS LITE SCHEME - GOVT. PATTERN",+0029.0211
20210615,"PFM003","LIC PENSION FUND LIMITED","SM003002","LIC PENSION FUND SCHEME - STATE GOVT",+0031.1344
20210615,"PFM008","HDFC PENSION MANAGEMENT COMPANY LIMITED","SM008005","HDFC PENSION MANAGEMENT COMPANY LIMITED SCHEME C - TIER II",+0020.6037
20210615,"PFM008","HDFC PENSION MANAGEMENT COMPANY LIMITED","SM008010","NPS TRUST A/C-HDFC PENSION MANAGEMENT COMPANY LTD SCHEME TAX SAVER TIER II",+0010.2942
20210615,"PFM008","HDFC PENSION MANAGEMENT COMPANY LIMITED","SM008009","HDFC PENSION MANAGEMENT COMPANY LIMITED SCHEME A - TIER II",+0010.0000
20210615,"PFM008","HDFC PENSION MANAGEMENT COMPANY LIMITED","SM008001","HDFC PENSION MANAGEMENT COMPANY LIMITED SCHEME E - TIER I",+0031.4265
20210615,"PFM008","HDFC PENSION MANAGEMENT COMPANY LIMITED","SM008006","HDFC PENSION MANAGEMENT COMPANY LIMITED SCHEME G - TIER II",+0021.7709
20210615,"PFM008","HDFC PENSION MANAGEMENT COMPANY LIMITED","SM008004","HDFC PENSION MANAGEMENT COMPANY LIMITED SCHEME E - TIER II",+0027.1304
20210615,"PFM008","HDFC PENSION MANAGEMENT COMPANY LIMITED","SM008003","HDFC PENSION MANAGEMENT COMPANY LIMITED SCHEME G - TIER I",+0021.4910
20210615,"PFM008","HDFC PENSION MANAGEMENT COMPANY LIMITED","SM008002","HDFC PENSION MANAGEMENT COMPANY LIMITED SCHEME C - TIER I",+0021.9645
20210615,"PFM008","HDFC PENSION MANAGEMENT COMPANY LIMITED","SM008008","HDFC PENSION MANAGEMENT COMPANY LIMITED SCHEME A - TIER I",+0014.6485
20210615,"PFM008","HDFC PENSION MANAGEMENT COMPANY LIMITED","SM008007","NPS TRUST A/C-HDFC PENSION MANAGEMENT COMPANY LIMITED SCHEME - NPS LITE SCHEME - GOVT. PATTERN",+0010.0000
20210615,"PFM010","ADITYA BIRLA SUN LIFE PENSION MANAGEMENT LIMITED","SM010001","ADITYA BIRLA SUNLIFE PENSION FUND SCHEME E - TIER I",+0016.8745
20210615,"PFM010","ADITYA BIRLA SUN LIFE PENSION MANAGEMENT LIMITED","SM010008","ADITYA BIRLA SUNLIFE PENSION FUND SCHEME A - TIER II",+0010.0000
20210615,"PFM010","ADITYA BIRLA SUN LIFE PENSION MANAGEMENT LIMITED","SM010007","ADITYA BIRLA SUNLIFE PENSION FUND SCHEME G - TIER II",+0013.7566
20210615,"PFM010","ADITYA BIRLA SUN LIFE PENSION MANAGEMENT LIMITED","SM010005","ADITYA BIRLA SUNLIFE PENSION FUND SCHEME E - TIER II",+0016.7846
20210615,"PFM010","ADITYA BIRLA SUN LIFE PENSION MANAGEMENT LIMITED","SM010009","ADITYA BIRLA SUN LIFE PENSION FUND SCHEME TAX SAVER TIER II",+0010.5666
20210615,"PFM010","ADITYA BIRLA SUN LIFE PENSION MANAGEMENT LIMITED","SM010006","ADITYA BIRLA SUNLIFE PENSION FUND SCHEME C - TIER II",+0014.3098
20210615,"PFM010","ADITYA BIRLA SUN LIFE PENSION MANAGEMENT LIMITED","SM010004","ADITYA BIRLA SUNLIFE PENSION FUND SCHEME A - TIER I",+0012.6564
20210615,"PFM010","ADITYA BIRLA SUN LIFE PENSION MANAGEMENT LIMITED","SM010003","ADITYA BIRLA SUNLIFE PENSION FUND SCHEME G - TIER I",+0014.2952
20210615,"PFM010","ADITYA BIRLA SUN LIFE PENSION MANAGEMENT LIMITED","SM010002","ADITYA BIRLA SUNLIFE PENSION FUND SCHEME C - TIER I",+0014.8557
20210615,"PFM002","UTI RETIREMENT SOLUTIONS LIMITED","SM002005","UTI RETIREMENT SOLUTIONS PENSION FUND SCHEME G - TIER I",+0027.6061
20210615,"PFM002","UTI RETIREMENT SOLUTIONS LIMITED","SM002010","UTI RETIREMENT SOLUTIONS PENSION FUND SCHEME - CORPORATE-CG",+0010.0000
20210615,"PFM002","UTI RETIREMENT SOLUTIONS LIMITED","SM002009","NPS TRUST A/C-UTI RETIREMENT SOLUTIONS LIMITED- NPS LITE SCHEME - GOVT. PATTERN",+0028.8929
20210615,"PFM002","UTI RETIREMENT SOLUTIONS LIMITED","SM002001","UTI RETIREMENT SOLUTIONS PENSION FUND SCHEME- CENTRAL GOVT",+0034.8829
20210615,"PFM002","UTI RETIREMENT SOLUTIONS LIMITED","SM002006","UTI RETIREMENT SOLUTIONS SCHEME E - TIER II",+0033.6367
20210615,"PFM002","UTI RETIREMENT SOLUTIONS LIMITED","SM002004","UTI RETIREMENT SOLUTIONS PENSION FUND SCHEME C - TIER I",+0029.8210
20210615,"PFM002","UTI RETIREMENT SOLUTIONS LIMITED","SM002003","UTI RETIREMENT SOLUTIONS PENSION FUND SCHEME E - TIER I",+0040.8789
20210615,"PFM002","UTI RETIREMENT SOLUTIONS LIMITED","SM002002","UTI RETIREMENT SOLUTIONS PENSION FUND SCHEME- STATE GOVT",+0031.0237
20210615,"PFM002","UTI RETIREMENT SOLUTIONS LIMITED","SM002014","NPS TRUST A/C-UTI RETIREMENT SOLUTIONS PENSION FUND SCHEME TAX SAVER TIER II",+0010.2495
20210615,"PFM002","UTI RETIREMENT SOLUTIONS LIMITED","SM002011","NPS TRUST - A/C UTI RETIREMENT SOLUTIONS LTD. SCHEME - ATAL PENSION YOJANA (APY)",+0017.8607
20210615,"PFM002","UTI RETIREMENT SOLUTIONS LIMITED","SM002013","UTI RETIREMENT SOLUTIONS PENSION FUND SCHEME A - TIER II",+0010.0000
20210615,"PFM002","UTI RETIREMENT SOLUTIONS LIMITED","SM002012","UTI RETIREMENT SOLUTIONS PENSION FUND SCHEME A - TIER I",+0013.2851
20210615,"PFM002","UTI RETIREMENT SOLUTIONS LIMITED","SM002007","UTI RETIREMENT SOLUTIONS SCHEME C - TIER II",+0028.5339
20210615,"PFM002","UTI RETIREMENT SOLUTIONS LIMITED","SM002008","UTI RETIREMENT SOLUTIONS  SCHEME G - TIER II",+0028.3189
20210615,"PFM005","KOTAK MAHINDRA PENSION FUND LIMITED","SM005001","KOTAK PENSION FUND SCHEME E - TIER I",+0038.1093
20210615,"PFM005","KOTAK MAHINDRA PENSION FUND LIMITED","SM005008","KOTAK PENSION FUND SCHEME A - TIER I",+0013.9664
20210615,"PFM005","KOTAK MAHINDRA PENSION FUND LIMITED","SM005007","NPS TRUST A/C-KOTAK MAHINDRA PENSION FUND LIMITED- NPS LITE SCHEME - GOVT. PATTERN",+0025.0535
20210615,"PFM005","KOTAK MAHINDRA PENSION FUND LIMITED","SM005005","KOTAK PENSION FUND SCHEME C - TIER II",+0028.1429
20210615,"PFM005","KOTAK MAHINDRA PENSION FUND LIMITED","SM005010","NPS TRUST A/C-KOTAK MAHINDRA PENSION FUND SCHEME TAX SAVER TIER II",+0010.6516
20210615,"PFM005","KOTAK MAHINDRA PENSION FUND LIMITED","SM005009","KOTAK PENSION FUND SCHEME A - TIER II",+0010.0000
20210615,"PFM005","KOTAK MAHINDRA PENSION FUND LIMITED","SM005004","KOTAK PENSION FUND SCHEME E - TIER II",+0033.5225
20210615,"PFM005","KOTAK MAHINDRA PENSION FUND LIMITED","SM005006","KOTAK PENSION FUND SCHEME G - TIER II",+0026.4562
20210615,"PFM005","KOTAK MAHINDRA PENSION FUND LIMITED","SM005003","KOTAK PENSION FUND SCHEME G - TIER I",+0028.5665
20210615,"PFM005","KOTAK MAHINDRA PENSION FUND LIMITED","SM005002","KOTAK PENSION FUND SCHEME C - TIER I",+0032.1171
20210615,"PFM007","ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED","SM007001","ICICI PRUDENTIAL PENSION FUND SCHEME E - TIER I",+0041.4767
20210615,"PFM007","ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED","SM007008","ICICI PRUDENTIAL PENSION FUND SCHEME A - TIER I",+0013.6923
